turbine_capacity,rotor_diameter_m,hub_height_m,commissioning_date,province_territory,model
3000,90,80,2010,New Brunswick,Other
1500,77,80,2011,New Brunswick,Other
1500,77,80,2011,New Brunswick,Other
1500,77,80,2011,New Brunswick,Other
1500,77,80,2011,New Brunswick,Other
1500,77,80,2011,New Brunswick,Other
1500,77,80,2011,New Brunswick,Other
1500,77,80,2011,New Brunswick,Other
1500,77,80,2011,New Brunswick,Other
1500,77,80,2011,New Brunswick,Other
1500,77,80,2011,New Brunswick,Other
1500,77,80,2011,New Brunswick,Other
1500,77,80,2011,New Brunswick,Other
1500,77,80,2011,New Brunswick,Other
1500,77,80,2011,New Brunswick,Other
1500,77,80,2011,New Brunswick,Other
1500,77,80,2011,New Brunswick,Other
1500,77,80,2011,New Brunswick,Other
1500,77,80,2011,New Brunswick,Other
1500,77,80,2011,New Brunswick,Other
1500,77,80,2011,New Brunswick,Other
1500,77,80,2011,New Brunswick,Other
1500,77,80,2011,New Brunswick,Other
1500,77,80,2011,New Brunswick,Other
1500,77,80,2011,New Brunswick,Other
1500,77,80,2011,New Brunswick,Other
1500,77,80,2011,New Brunswick,Other
1500,77,80,2011,New Brunswick,Other
1500,77,80,2011,New Brunswick,Other
1500,77,80,2011,New Brunswick,Other
1500,77,80,2011,New Brunswick,Other
2350,92,98,2018,New Brunswick,Other
3300,126,117,2018,New Brunswick,Other
3300,126,117,2018,New Brunswick,Other
3300,126,117,2018,New Brunswick,Other
3300,126,117,2018,New Brunswick,Other
3300,126,117,2018,New Brunswick,Other
65,15.5,24.5,2004,Newfoundland and Labrador,Other
65,15.5,24.5,2004,Newfoundland and Labrador,Other
65,15.5,24.5,2004,Newfoundland and Labrador,Other
65,15.5,24.5,2004,Newfoundland and Labrador,Other
65,15.5,24.5,2004,Newfoundland and Labrador,Other
65,15.5,24.5,2004,Newfoundland and Labrador,Other
3000,90,80,2008,Newfoundland and Labrador,Other
3000,90,80,2008,Newfoundland and Labrador,Other
3000,90,80,2008,Newfoundland and Labrador,Other
3000,90,80,2008,Newfoundland and Labrador,Other
3000,90,80,2008,Newfoundland and Labrador,Other
3000,90,80,2008,Newfoundland and Labrador,Other
3000,90,80,2008,Newfoundland and Labrador,Other
3000,90,80,2008,Newfoundland and Labrador,Other
3000,90,80,2008,Newfoundland and Labrador,Other
3000,90,80,2009,Newfoundland and Labrador,Other
3000,90,80,2009,Newfoundland and Labrador,Other
3000,90,80,2009,Newfoundland and Labrador,Other
3000,90,80,2009,Newfoundland and Labrador,Other
3000,90,80,2009,Newfoundland and Labrador,Other
3000,90,80,2009,Newfoundland and Labrador,Other
3000,90,80,2009,Newfoundland and Labrador,Other
3000,90,80,2009,Newfoundland and Labrador,Other
3000,90,80,2009,Newfoundland and Labrador,Other
100,15,25,2010,Newfoundland and Labrador,Other
100,15,25,2010,Newfoundland and Labrador,Other
100,15,25,2010,Newfoundland and Labrador,Other
2300,71,64,2012,Other,Other
2300,71,64,2012,Other,Other
2300,71,64,2012,Other,Other
2300,71,64,2012,Other,Other
600,48,50,2002,Nova Scotia,Other
600,48,50,2005,Nova Scotia,Other
800,48,50,2005,Nova Scotia,Other
800,48,50,2005,Nova Scotia,Other
600,48,50,2005,Nova Scotia,Other
1200,62,69,2005,Nova Scotia,Other
800,48,50,2006,Nova Scotia,Other
800,48,50,2006,Nova Scotia,Other
800,48,50,2006,Nova Scotia,Other
1200,62,69,2006,Nova Scotia,Other
1200,62,69,2006,Nova Scotia,Other
1200,62,69,2006,Nova Scotia,Other
2300,70,98,2006,Nova Scotia,Other
2300,70,98,2006,Nova Scotia,Other
2300,70,98,2006,Nova Scotia,Other
2300,70,98,2006,Nova Scotia,Other
2300,70,98,2006,Nova Scotia,Other
2300,70,98,2006,Nova Scotia,Other
2300,70,98,2006,Nova Scotia,Other
800,48,50,2006,Nova Scotia,Other
800,48,50,2006,Nova Scotia,Other
900,52,50,2006,Nova Scotia,Other
900,54,75,2006,Nova Scotia,Other
1500,77,80,2009,Nova Scotia,GE 1.5SLE
1500,77,80,2009,Nova Scotia,GE 1.5SLE
1500,77,80,2009,Nova Scotia,GE 1.5SLE
1500,77,80,2009,Nova Scotia,GE 1.5SLE
1500,77,80,2009,Nova Scotia,GE 1.5SLE
1500,77,80,2009,Nova Scotia,GE 1.5SLE
1500,77,80,2009,Nova Scotia,GE 1.5SLE
1500,77,80,2009,Nova Scotia,GE 1.5SLE
1500,77,80,2009,Nova Scotia,GE 1.5SLE
1500,77,80,2009,Nova Scotia,GE 1.5SLE
1500,77,80,2009,Nova Scotia,GE 1.5SLE
1500,77,80,2009,Nova Scotia,GE 1.5SLE
1500,77,80,2009,Nova Scotia,GE 1.5SLE
1500,77,80,2009,Nova Scotia,GE 1.5SLE
1500,77,80,2009,Nova Scotia,GE 1.5SLE
1500,77,80,2009,Nova Scotia,GE 1.5SLE
1500,77,80,2009,Nova Scotia,GE 1.5SLE
1500,77,80,2009,Nova Scotia,GE 1.5SLE
1500,77,80,2009,Nova Scotia,GE 1.5SLE
1500,77,80,2009,Nova Scotia,GE 1.5SLE
1500,77,80,2009,Nova Scotia,GE 1.5SLE
1500,77,80,2009,Nova Scotia,GE 1.5SLE
1500,77,80,2009,Nova Scotia,GE 1.5SLE
1500,77,80,2009,Nova Scotia,GE 1.5SLE
1500,77,80,2009,Nova Scotia,GE 1.5SLE
1500,77,80,2009,Nova Scotia,GE 1.5SLE
1500,77,80,2009,Nova Scotia,GE 1.5SLE
1500,77,80,2009,Nova Scotia,GE 1.5SLE
1500,77,80,2009,Nova Scotia,GE 1.5SLE
1500,77,80,2009,Nova Scotia,GE 1.5SLE
1500,77,80,2009,Nova Scotia,GE 1.5SLE
1500,77,80,2009,Nova Scotia,GE 1.5SLE
1500,77,80,2009,Nova Scotia,GE 1.5SLE
1500,77,80,2009,Nova Scotia,GE 1.5SLE
1500,77,80,2010,Nova Scotia,GE 1.5SLE
1500,77,80,2010,Nova Scotia,GE 1.5SLE
1500,77,80,2010,Nova Scotia,GE 1.5SLE
1500,77,80,2010,Nova Scotia,GE 1.5SLE
1500,77,80,2010,Nova Scotia,GE 1.5SLE
1500,77,80,2010,Nova Scotia,GE 1.5SLE
1500,77,80,2010,Nova Scotia,GE 1.5SLE
1500,77,80,2010,Nova Scotia,GE 1.5SLE
1500,77,80,2010,Nova Scotia,GE 1.5SLE
1500,77,80,2010,Nova Scotia,GE 1.5SLE
1500,77,80,2010,Nova Scotia,GE 1.5SLE
1500,77,80,2010,Nova Scotia,GE 1.5SLE
1500,77,80,2010,Nova Scotia,GE 1.5SLE
1500,77,80,2010,Nova Scotia,GE 1.5SLE
1500,77,80,2010,Nova Scotia,GE 1.5SLE
1500,77,80,2010,Nova Scotia,GE 1.5SLE
1500,77,80,2010,Nova Scotia,GE 1.5SLE
1500,77,80,2010,Nova Scotia,GE 1.5SLE
1500,77,80,2010,Nova Scotia,GE 1.5SLE
1500,77,80,2010,Nova Scotia,GE 1.5SLE
1500,77,85,2010,Nova Scotia,Other
1500,77,85,2010,Nova Scotia,Other
1500,77,85,2010,Nova Scotia,Other
1500,77,85,2010,Nova Scotia,Other
2300,82,78,2010,Nova Scotia,Other
2300,82,78,2010,Nova Scotia,Other
2300,82,78,2010,Nova Scotia,Other
2300,82,78,2010,Nova Scotia,Other
2300,82,78,2010,Nova Scotia,Other
2300,82,78,2010,Nova Scotia,Other
2300,82,78,2010,Nova Scotia,Other
2300,82,78,2010,Nova Scotia,Other
2300,82,78,2010,Nova Scotia,Other
2300,82,78,2010,Nova Scotia,Other
2300,82,78,2010,Nova Scotia,Other
2300,82,78,2010,Nova Scotia,Other
2300,82,78,2010,Nova Scotia,Other
2300,82,78,2010,Nova Scotia,Other
2300,82,78,2010,Nova Scotia,Other
2300,82,78,2010,Nova Scotia,Other
2300,82,78,2010,Nova Scotia,Other
2300,82,78,2010,Nova Scotia,Other
2300,82,78,2010,Nova Scotia,Other
2300,82,78,2010,Nova Scotia,Other
2300,82,78,2010,Nova Scotia,Other
2300,82,78,2010,Nova Scotia,Other
2000,82,78,2010,Nova Scotia,Other
2000,82,78,2010,Nova Scotia,Other
2000,82,78,2010,Nova Scotia,Other
2000,82,78,2010,Nova Scotia,Other
2000,82,78,2010,Nova Scotia,Other
2000,82,78,2010,Nova Scotia,Other
2000,82,78,2010,Nova Scotia,Other
2000,82,78,2010,Nova Scotia,Other
2000,82,78,2010,Nova Scotia,Other
2000,82,78,2010,Nova Scotia,Other
2000,82,78,2010,Nova Scotia,Other
2300,82,78,2011,Nova Scotia,Other
2300,82,78,2011,Nova Scotia,Other
2300,82,78,2011,Nova Scotia,Other
2300,82,78,2011,Nova Scotia,Other
2300,82,78,2011,Nova Scotia,Other
2300,82,78,2011,Nova Scotia,Other
2300,82,78,2011,Nova Scotia,Other
2300,82,78,2011,Nova Scotia,Other
2300,82,78,2011,Nova Scotia,Other
2300,82,78,2011,Nova Scotia,Other
2300,82,78,2011,Nova Scotia,Other
2300,82,78,2011,Nova Scotia,Other
2300,82,78,2011,Nova Scotia,Other
2300,82,78,2011,Nova Scotia,Other
2300,82,78,2011,Nova Scotia,Other
2300,82,78,2011,Nova Scotia,Other
2300,82,78,2011,Nova Scotia,Other
2300,82,78,2011,Nova Scotia,Other
2300,82,78,2011,Nova Scotia,Other
2300,82,78,2011,Nova Scotia,Other
2300,82,78,2011,Nova Scotia,Other
2300,82,78,2011,Nova Scotia,Other
2300,82,78,2011,Nova Scotia,Other
2300,82,78,2011,Nova Scotia,Other
2300,82,78,2011,Nova Scotia,Other
2300,82,78,2011,Nova Scotia,Other
2300,82,78,2011,Nova Scotia,Other
800,52.9,60,2011,Nova Scotia,Other
1500,77,85,2011,Nova Scotia,Other
2100,97,90,2012,Nova Scotia,Other
2100,97,90,2012,Nova Scotia,Other
2100,97,90,2012,Nova Scotia,Other
2100,97,90,2012,Nova Scotia,Other
2100,97,90,2012,Nova Scotia,Other
2100,97,90,2012,Nova Scotia,Other
2100,97,90,2012,Nova Scotia,Other
2100,97,90,2012,Nova Scotia,Other
2100,97,90,2012,Nova Scotia,Other
2100,97,90,2012,Nova Scotia,Other
2100,97,90,2012,Nova Scotia,Other
2100,97,90,2012,Nova Scotia,Other
2100,97,90,2012,Nova Scotia,Other
2100,97,90,2012,Nova Scotia,Other
2100,97,90,2012,Nova Scotia,Other
2300,82,78,2012,Nova Scotia,Other
2300,82,78,2012,Nova Scotia,Other
2300,82,98,2012,Nova Scotia,Other
2000,82,78,2013,Nova Scotia,E-82
2000,82,80,2013,Nova Scotia,E-82
1990,100,95,2013,Nova Scotia,Other
1990,100,95,2013,Nova Scotia,Other
2000,82,78,2013,Nova Scotia,E-82
800,52.9,60,2013,Nova Scotia,Other
2000,100,95,2014,Nova Scotia,Other
2000,100,95,2014,Nova Scotia,Other
2000,100,95,2014,Nova Scotia,Other
2000,100,95,2014,Nova Scotia,Other
2000,100,95,2014,Nova Scotia,Other
2300,92,98,2014,Nova Scotia,Other
2000,82,80,2014,Nova Scotia,E-82
1990,100,95,2014,Nova Scotia,Other
2000,100,95,2014,Nova Scotia,Other
2000,100,95,2014,Nova Scotia,Other
2000,100,95,2014,Nova Scotia,Other
2350,92,98,2014,Nova Scotia,Other
2000,100,95,2014,Nova Scotia,Other
2000,100,95,2014,Nova Scotia,Other
2000,100,95,2014,Nova Scotia,Other
2000,100,95,2014,Nova Scotia,Other
2300,92,98,2015,Nova Scotia,Other
2300,92,98,2015,Nova Scotia,Other
2300,92,98,2015,Nova Scotia,Other
2300,92,98,2015,Nova Scotia,Other
1600,82.5,80,2015,Nova Scotia,Other
1600,82.5,80,2015,Nova Scotia,Other
2350,92,98,2015,Nova Scotia,Other
1990,100,100,2015,Nova Scotia,Other
900,44,55,2015,Nova Scotia,Other
2300,92,98,2015,Nova Scotia,Other
2300,92,98,2015,Nova Scotia,Other
2300,92,98,2015,Nova Scotia,Other
2300,92,98,2015,Nova Scotia,Other
1400,82.5,80,2015,Nova Scotia,Other
1600,82.5,80,2015,Nova Scotia,Other
1600,82.5,80,2015,Nova Scotia,Other
2350,92,98,2015,Nova Scotia,Other
2350,92,98,2015,Nova Scotia,Other
1990,100,100,2015,Nova Scotia,Other
1680,82.5,80,2015,Nova Scotia,Other
1680,82.5,80,2015,Nova Scotia,Other
1680,82.5,80,2015,Nova Scotia,Other
1680,82.5,80,2015,Nova Scotia,Other
1680,82.5,80,2015,Nova Scotia,Other
1680,82.5,80,2015,Nova Scotia,Other
2000,100,95,2015,Nova Scotia,Other
2000,100,95,2015,Nova Scotia,Other
2000,100,95,2015,Nova Scotia,Other
1600,82.5,80,2015,Nova Scotia,Other
1600,82.5,80,2015,Nova Scotia,Other
1600,82.5,80,2015,Nova Scotia,Other
1600,82.5,80,2015,Nova Scotia,Other
2000,100,100,2015,Nova Scotia,Other
2000,100,100,2015,Nova Scotia,Other
1990,100,100,2015,Nova Scotia,Other
1990,100,100,2015,Nova Scotia,Other
1990,100,100,2015,Nova Scotia,Other
1990,100,100,2015,Nova Scotia,Other
1900,82,78,2015,Nova Scotia,E-82
2300,82,78,2015,Nova Scotia,Other
2300,82,78,2015,Nova Scotia,Other
2300,82,78,2015,Nova Scotia,Other
2300,82,78,2015,Nova Scotia,Other
2300,82,78,2015,Nova Scotia,Other
2300,82,78,2015,Nova Scotia,Other
3000,116,92,2015,Nova Scotia,Other
3000,116,92,2015,Nova Scotia,Other
3000,116,92,2015,Nova Scotia,Other
3000,116,92,2015,Nova Scotia,Other
3000,116,92,2015,Nova Scotia,Other
3000,116,92,2015,Nova Scotia,Other
3000,116,92,2015,Nova Scotia,Other
3000,116,92,2015,Nova Scotia,Other
3000,116,92,2015,Nova Scotia,Other
3000,116,92,2015,Nova Scotia,Other
3000,116,92,2015,Nova Scotia,Other
3000,116,92,2015,Nova Scotia,Other
3000,116,92,2015,Nova Scotia,Other
3000,116,92,2015,Nova Scotia,Other
3000,116,92,2015,Nova Scotia,Other
3000,116,92,2015,Nova Scotia,Other
3000,116,92,2015,Nova Scotia,Other
3000,116,92,2015,Nova Scotia,Other
3000,116,92,2015,Nova Scotia,Other
3000,116,92,2015,Nova Scotia,Other
3000,116,92,2015,Nova Scotia,Other
3000,116,92,2015,Nova Scotia,Other
3000,116,92,2015,Nova Scotia,Other
3000,116,92,2015,Nova Scotia,Other
3000,116,92,2015,Nova Scotia,Other
3000,116,92,2015,Nova Scotia,Other
3000,116,92,2015,Nova Scotia,Other
3000,116,92,2015,Nova Scotia,Other
3000,116,92,2015,Nova Scotia,Other
3000,116,92,2015,Nova Scotia,Other
3000,116,92,2015,Nova Scotia,Other
3000,116,92,2015,Nova Scotia,Other
3000,116,92,2015,Nova Scotia,Other
3000,116,92,2015,Nova Scotia,Other
1600,82.5,80,2015,Nova Scotia,Other
3000,92,98,2016,Nova Scotia,Other
3000,92,98,2016,Nova Scotia,Other
1600,92,85,2016,Nova Scotia,Other
1700,100,100,2016,Nova Scotia,Other
1990,100,95,2016,Nova Scotia,Other
2000,110,95,2016,Nova Scotia,Other
2000,110,95,2016,Nova Scotia,Other
2000,110,95,2016,Nova Scotia,Other
1600,82.5,80,2016,Nova Scotia,Other
1600,82.5,80,2016,Nova Scotia,Other
1600,82.5,80,2016,Nova Scotia,Other
1600,82.5,80,2016,Nova Scotia,Other
1600,82.5,80,2016,Nova Scotia,Other
1990,100,95,2016,Nova Scotia,Other
2350,92,85,2017,Nova Scotia,Other
2350,92,85,2017,Nova Scotia,Other
2350,92,85,2017,Nova Scotia,Other
2300,92,98,2017,Nova Scotia,Other
2300,92,98,2017,Nova Scotia,Other
2300,92,98,2017,Nova Scotia,Other
2300,92,98,2017,Nova Scotia,Other
2300,92,98,2017,Nova Scotia,Other
2300,92,98,2017,Nova Scotia,Other
2350,92,85,2017,Nova Scotia,Other
2350,92,85,2017,Nova Scotia,Other
2350,92,85,2017,Nova Scotia,Other
2350,92,95,2017,Nova Scotia,Other
2350,92,95,2017,Nova Scotia,Other
1600,92,98,2017,Nova Scotia,Other
2350,92,98,2017,Nova Scotia,Other
1800,80,78,2004,Nova Scotia,Other
1800,80,78,2004,Nova Scotia,Other
1800,80,78,2004,Nova Scotia,Other
1800,80,78,2004,Nova Scotia,Other
1800,80,78,2004,Nova Scotia,Other
1800,80,78,2004,Nova Scotia,Other
1800,80,78,2004,Nova Scotia,Other
1800,80,78,2004,Nova Scotia,Other
1800,80,78,2004,Nova Scotia,Other
1800,80,78,2004,Nova Scotia,Other
1800,80,78,2004,Nova Scotia,Other
1800,80,78,2004,Nova Scotia,Other
1800,80,78,2004,Nova Scotia,Other
1800,80,78,2004,Nova Scotia,Other
1800,80,78,2004,Nova Scotia,Other
1800,80,78,2004,Nova Scotia,Other
1800,80,78,2004,Nova Scotia,Other
600,43,50,1995,Ontario,Other
1800,80,78,2001,Ontario,Other
660,47,55,2001,Ontario,V47/660
1800,80,80,2002,Ontario,Other
1800,80,80,2002,Ontario,Other
1800,80,80,2002,Ontario,Other
1800,80,80,2002,Ontario,Other
1800,80,80,2002,Ontario,Other
750,52,65,2003,Ontario,Other
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1800,80,78,2006,Ontario,Other
1800,90,80,2006,Ontario,V90/1800
1800,80,78,2006,Ontario,Other
1800,80,78,2006,Ontario,Other
1800,80,78,2006,Ontario,Other
1800,80,78,2006,Ontario,Other
1800,80,78,2006,Ontario,Other
1800,80,78,2006,Ontario,Other
1800,80,78,2006,Ontario,Other
1800,80,78,2006,Ontario,Other
1800,80,78,2006,Ontario,Other
1800,80,78,2006,Ontario,Other
1800,80,78,2006,Ontario,Other
1800,80,78,2006,Ontario,Other
1800,80,78,2006,Ontario,Other
1800,80,78,2006,Ontario,Other
1800,80,78,2006,Ontario,Other
1800,80,78,2006,Ontario,Other
1800,80,78,2006,Ontario,Other
1800,80,78,2006,Ontario,Other
1800,80,78,2006,Ontario,Other
1800,80,78,2006,Ontario,Other
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
1500,77,80,2006,Ontario,GE 1.5SLE
650,50,75,2006,Ontario,Other
800,48,76,2007,Ontario,Other
800,48,76,2007,Ontario,Other
2000,82,78,2007,Ontario,Other
2000,82,78,2007,Ontario,Other
2000,82,78,2007,Ontario,Other
2000,82,78,2007,Ontario,Other
2000,82,78,2007,Ontario,Other
2000,82,78,2007,Ontario,Other
2000,82,78,2007,Ontario,Other
